"17.03.2012";"01:54:26";0,056;106,660;105,580;98,960;0,053;112,180;112,000;114,260;0,070;110,660;108,920;112,160
"17.03.2012";"01:59:26";0,054;106,760;105,620;99,000;0,054;112,380;112,160;114,300;0,072;110,780;109,060;112,440
"17.03.2012";"02:04:25";0,055;106,860;105,760;99,100;0,055;112,460;112,220;114,320;0,068;110,920;109,240;112,460
"17.03.2012";"02:08:26";0,054;106,960;105,840;99,220;0,055;112,560;112,340;114,400;0,072;110,920;109,380;112,560
"17.03.2012";"02:13:26";0,055;107,100;105,940;99,340;0,055;112,680;112,500;114,680;0,069;111,040;109,500;112,720
"17.03.2012";"02:17:26";0,053;107,200;106,060;99,480;0,053;112,900;112,700;114,740;0,074;111,120;109,620;112,900
"17.03.2012";"02:22:26";0,056;107,280;106,180;99,520;0,057;112,920;112,720;114,880;0,070;111,220;109,760;112,920
"17.03.2012";"02:27:26";0,053;107,380;106,260;99,580;0,057;113,020;112,900;115,060;0,069;111,320;109,800;113,080
"17.03.2012";"02:32:26";0,055;107,460;106,340;99,700;0,056;113,160;112,980;115,040;0,071;111,440;109,980;113,160
"17.03.2012";"02:37:26";0,056;107,600;106,500;99,800;0,056;113,260;113,020;115,200;0,069;111,520;110,080;113,300
"17.03.2012";"02:42:26";0,053;107,760;106,580;99,900;0,057;113,400;113,220;115,260;0,069;111,640;110,220;113,400
"17.03.2012";"02:47:26";0,053;107,900;106,640;99,980;0,057;113,540;113,340;115,580;0,068;111,780;110,300;113,540
"17.03.2012";"02:52:25";0,053;107,960;106,820;100,120;0,053;113,640;113,400;115,660;0,073;111,900;110,360;113,680
"17.03.2012";"02:57:25";0,055;108,040;106,900;100,180;0,057;113,760;113,560;115,900;0,069;111,980;110,600;113,720
"17.03.2012";"03:02:25";0,055;108,080;106,980;100,260;0,057;113,900;113,720;116,000;0,071;112,120;110,640;113,900
"17.03.2012";"03:07:26";0,054;108,240;107,100;100,400;0,056;114,060;113,780;116,040;0,067;112,240;110,780;113,980
"17.03.2012";"03:12:26";0,055;108,400;107,220;100,420;0,058;114,180;113,860;116,120;0,066;112,380;110,900;114,000
"17.03.2012";"03:17:26";0,053;108,440;107,260;100,520;0,056;114,280;114,000;116,220;0,068;112,520;110,980;114,180
"17.03.2012";"03:22:26";0,052;108,560;107,400;100,660;0,055;114,340;114,120;116,440;0,070;112,600;111,000;114,320
"17.03.2012";"03:27:26";0,052;108,700;107,460;100,760;0,056;114,480;114,220;116,520;0,070;112,700;111,160;114,240
"17.03.2012";"03:32:26";0,053;108,780;107,540;100,820;0,056;114,620;114,320;116,580;0,070;112,860;111,360;114,420
"17.03.2012";"03:37:26";0,053;108,840;107,640;100,920;0,056;114,700;114,440;116,680;0,071;112,840;111,360;114,640
"17.03.2012";"03:42:26";0,056;109,000;107,700;101,000;0,057;114,840;114,560;116,860;0,070;112,740;111,460;114,680
"17.03.2012";"03:47:25";0,053;109,060;107,840;101,080;0,052;114,920;114,620;117,020;0,072;112,880;111,580;114,820
"17.03.2012";"03:51:26";0,054;109,120;107,880;101,060;0,056;115,020;114,760;117,100;0,069;112,880;111,680;114,820
"17.03.2012";"03:56:26";0,054;109,220;108,020;101,180;0,055;115,100;114,860;117,180;0,071;112,980;111,760;114,920
"17.03.2012";"04:00:26";0,053;109,300;108,100;101,260;0,056;115,200;114,900;117,240;0,068;113,060;111,900;114,940
"17.03.2012";"04:05:26";0,054;109,420;108,100;101,340;0,055;115,300;115,020;117,280;0,066;113,160;111,960;114,980
"17.03.2012";"04:10:26";0,053;109,460;108,220;101,380;0,056;115,460;115,120;117,320;0,070;113,260;112,040;115,080
"17.03.2012";"04:15:26";0,054;109,640;108,280;101,440;0,056;115,520;115,240;117,500;0,067;113,320;112,180;115,180
"17.03.2012";"04:20:26";0,053;109,640;108,400;101,500;0,057;115,640;115,320;117,660;0,070;113,400;112,200;115,200
"17.03.2012";"04:25:26";0,053;109,700;108,420;101,600;0,056;115,660;115,340;117,680;0,066;113,500;112,400;115,340
"17.03.2012";"04:30:26";0,053;109,780;108,500;101,700;0,057;115,840;115,520;117,880;0,068;113,600;112,400;115,340
"17.03.2012";"04:35:25";0,054;109,880;108,540;101,740;0,056;115,900;115,560;117,920;0,066;113,660;112,540;115,480
"17.03.2012";"04:40:25";0,055;110,020;108,680;101,820;0,057;115,980;115,700;117,980;0,068;113,680;112,560;115,640
"17.03.2012";"04:45:25";0,052;110,060;108,720;101,880;0,054;116,120;115,760;118,000;0,068;113,860;112,680;115,640
"17.03.2012";"04:50:26";0,055;110,120;108,800;101,940;0,054;116,180;115,860;118,280;0,069;113,940;112,800;115,740
"17.03.2012";"04:55:26";0,053;110,260;108,880;102,060;0,055;116,320;115,960;118,300;0,069;113,980;112,800;115,760
"17.03.2012";"05:00:26";0,053;110,340;109,000;102,100;0,055;116,400;116,000;118,300;0,070;114,040;112,960;115,840
"17.03.2012";"05:05:26";0,053;110,400;109,080;102,220;0,055;116,480;116,120;118,380;0,070;114,120;112,960;115,980
"17.03.2012";"05:10:26";0,052;110,540;109,140;102,200;0,054;116,600;116,180;118,380;0,070;114,200;113,040;116,040
"17.03.2012";"05:15:26";0,053;110,620;109,220;102,360;0,055;116,700;116,260;118,680;0,069;114,320;113,080;116,120
"17.03.2012";"05:20:26";0,054;110,680;109,260;102,380;0,056;116,760;116,380;118,700;0,071;114,380;113,280;116,180
"17.03.2012";"05:25:26";0,053;110,740;109,400;102,460;0,055;116,820;116,440;118,720;0,067;114,460;113,320;116,180
"17.03.2012";"05:30:25";0,053;110,840;109,440;102,500;0,056;116,900;116,480;118,860;0,068;114,540;113,380;116,300
"17.03.2012";"05:34:26";0,052;110,900;109,500;102,620;0,054;116,960;116,560;118,940;0,070;114,600;113,440;116,360
"17.03.2012";"05:39:26";0,053;111,020;109,540;102,700;0,055;117,060;116,680;119,080;0,068;114,660;113,500;116,420
"17.03.2012";"05:43:26";0,056;111,080;109,680;102,640;0,058;117,180;116,780;119,240;0,068;114,760;113,600;116,400
"17.03.2012";"05:48:26";0,053;111,140;109,680;102,840;0,056;117,240;116,800;119,220;0,068;114,820;113,620;116,460
"17.03.2012";"05:53:26";0,055;111,240;109,780;102,880;0,056;117,340;116,840;119,240;0,069;114,840;113,700;116,540
"17.03.2012";"05:58:26";0,053;111,340;109,820;102,920;0,057;117,420;116,920;119,240;0,069;114,940;113,780;116,640
"17.03.2012";"06:03:26";0,056;111,420;109,920;102,960;0,055;117,500;117,000;119,320;0,066;114,960;113,900;116,720
"17.03.2012";"06:08:26";0,054;111,440;110,020;103,060;0,054;117,560;117,100;119,560;0,069;115,060;113,940;116,740
"17.03.2012";"06:13:26";0,054;111,480;110,060;103,060;0,056;117,600;117,140;119,580;0,068;115,200;113,960;116,820
"17.03.2012";"06:18:25";0,055;111,520;110,140;103,180;0,056;117,740;117,220;119,680;0,069;115,200;114,040;116,900
"17.03.2012";"06:23:25";0,054;111,660;110,140;103,280;0,054;117,780;117,320;119,700;0,067;115,320;114,180;117,000
"17.03.2012";"06:28:25";0,052;111,720;110,260;103,300;0,055;117,960;117,360;119,720;0,069;115,360;114,240;117,020
"17.03.2012";"06:33:26";0,052;111,800;110,300;103,380;0,055;118,000;117,480;119,820;0,068;115,420;114,300;117,140
"17.03.2012";"06:38:26";0,053;111,940;110,380;103,420;0,053;118,060;117,600;120,020;0,071;115,540;114,360;117,160
